"ID"	"State"
"RNA_J_08_U_T_PT"	"IS01"
"RNA_J_10_U_T_PT"	"IS01"
"RNA_J_35_M_T_PT"	"IS01"
"RNA_LMU_KKG_10_PT"	"IS01"
"RNA_LMU_KKG_12_PT"	"IS01"
"RNA_LMU_KKG_ADJ_05"	"IS01"
"RNA_LMU_KKG_ADJ_09"	"IS01"
"RNA_LMU_KKG_ADJ_21"	"IS01"
"RNA_LMU_KKG_ADJ_47"	"IS01"
"RNA_LMU_KKG_ADJ_49"	"IS01"
"RNA_LMU_KKG_ADJ_50"	"IS01"
"RNA_LMU_KKG_ADJ_55"	"IS01"
"RNA_LMU_KKG_ADJ_61"	"IS01"
"RNA_LMU_KKG_ADJ_70"	"IS01"
"RNA_LMU_KKG_ADJ_74"	"IS01"
"RNA_Lue_06_PT"	"IS01"
"RNA_Lue_07_PT"	"IS01"
"RNA_J_03_U_T_PT"	"IS02"
"RNA_LMU_KKG_16_Rez"	"IS02"
"RNA_LMU_KKG_ADJ_15"	"IS02"
"RNA_LMU_KKG_ADJ_22"	"IS02"
"RNA_LMU_KKG_ADJ_24"	"IS02"
"RNA_LMU_KKG_ADJ_38"	"IS02"
"RNA_LMU_KKG_ADJ_39"	"IS02"
"RNA_Lue_06_Rez_1"	"IS02"
"RNA_Lue_14_Rez_1"	"IS02"
"RNA_J_22_U_T_PT"	"IS03"
"RNA_LMU_KKG_08_Rez"	"IS03"
"RNA_LMU_KKG_ADJ_19"	"IS03"
"RNA_LMU_KKG_ADJ_56"	"IS03"
"RNA_LMU_KKG_ADJ_72"	"IS03"
"RNA_J_31_M_T_PT"	"IS04"
"RNA_J_36_M_T_PT"	"IS04"
"RNA_J_38_M_T_PT"	"IS04"
"RNA_LMU_KKG_09_Rez"	"IS04"
"RNA_LMU_KKG_10_Rez"	"IS04"
"RNA_LMU_KKG_11_Rez"	"IS04"
"RNA_LMU_KKG_14_Rez"	"IS04"
"RNA_LMU_KKG_ADJ_20"	"IS04"
"RNA_LMU_KKG_ADJ_26"	"IS04"
"RNA_LMU_KKG_ADJ_54"	"IS04"
"RNA_LMU_KKG_ADJ_69"	"IS04"
"RNA_Lue_02_Rez_1"	"IS04"
"RNA_Lue_02_Rez_2"	"IS04"
"RNA_Lue_04_Rez_1"	"IS04"
"RNA_Lue_05_Rez_1"	"IS04"
"RNA_Lue_05_Rez_2"	"IS04"
"RNA_Lue_16_PT"	"IS04"
"RNA_Lue_17_PT"	"IS04"
