"ID"	"State"
"Control"	"IS01"
"RNA_Control_Cal33"	"IS01"
"RNA_J_05_U_T_PT"	"IS01"
"RNA_J_06_U_T_PT"	"IS01"
"RNA_J_13_U_T_PT"	"IS01"
"RNA_J_32_M_T_PT"	"IS01"
"RNA_J_37_M_T_PT"	"IS01"
"RNA_LMU_KKG_01_Rez"	"IS01"
"RNA_LMU_KKG_02_PT"	"IS01"
"RNA_LMU_KKG_02_Rez"	"IS01"
"RNA_LMU_KKG_03_PT"	"IS01"
"RNA_LMU_KKG_03_Rez"	"IS01"
"RNA_LMU_KKG_04_PT"	"IS01"
"RNA_LMU_KKG_04_Rez"	"IS01"
"RNA_LMU_KKG_06_Rez"	"IS01"
"RNA_LMU_KKG_07_PT"	"IS01"
"RNA_LMU_KKG_07_Rez"	"IS01"
"RNA_LMU_KKG_08_PT"	"IS01"
"RNA_LMU_KKG_09_PT"	"IS01"
"RNA_LMU_KKG_11_PT"	"IS01"
"RNA_LMU_KKG_12_Rez"	"IS01"
"RNA_LMU_KKG_14_PT"	"IS01"
"RNA_LMU_KKG_15_PT"	"IS01"
"RNA_LMU_KKG_16_PT"	"IS01"
"RNA_LMU_KKG_17_PT"	"IS01"
"RNA_LMU_KKG_18_Rez"	"IS01"
"RNA_LMU_KKG_20_PT"	"IS01"
"RNA_LMU_KKG_21_PT"	"IS01"
"RNA_LMU_KKG_ADJ_01"	"IS01"
"RNA_LMU_KKG_ADJ_06"	"IS01"
"RNA_LMU_KKG_ADJ_07"	"IS01"
"RNA_LMU_KKG_ADJ_08"	"IS01"
"RNA_LMU_KKG_ADJ_10"	"IS01"
"RNA_LMU_KKG_ADJ_11"	"IS01"
"RNA_LMU_KKG_ADJ_12"	"IS01"
"RNA_LMU_KKG_ADJ_13"	"IS01"
"RNA_LMU_KKG_ADJ_14"	"IS01"
"RNA_LMU_KKG_ADJ_16"	"IS01"
"RNA_LMU_KKG_ADJ_18"	"IS01"
"RNA_LMU_KKG_ADJ_23"	"IS01"
"RNA_LMU_KKG_ADJ_25"	"IS01"
"RNA_LMU_KKG_ADJ_27"	"IS01"
"RNA_LMU_KKG_ADJ_29"	"IS01"
"RNA_LMU_KKG_ADJ_30"	"IS01"
"RNA_LMU_KKG_ADJ_31"	"IS01"
"RNA_LMU_KKG_ADJ_33"	"IS01"
"RNA_LMU_KKG_ADJ_36"	"IS01"
"RNA_LMU_KKG_ADJ_37"	"IS01"
"RNA_LMU_KKG_ADJ_42"	"IS01"
"RNA_LMU_KKG_ADJ_44"	"IS01"
"RNA_LMU_KKG_ADJ_45"	"IS01"
