"ID"	"State"	"InitialState"
"MUC14112"	"S01"	"IS05"
"MUC14108"	"S01"	"IS05"
"MUC14104"	"S01"	"IS05"
"MUC14115"	"S01"	"IS05"
"KKG_PROSP_ADJ_05"	"S01"	"IS05"
"KKG_PROSP_ADJ_06"	"S01"	"IS05"
"KKG_PROSP_ADJ_22"	"S01"	"IS05"
"KKG_PROSP_ADJ_36"	"S01"	"IS05"
"KKG_PROSP_ADJ_44"	"S01"	"IS05"
"MUC14105"	"S02"	"IS06"
"MUC14173"	"S02"	"IS06"
"MUC14170"	"S02"	"IS06"
"MUC14132"	"S02"	"IS06"
"MUC14102"	"S02"	"IS06"
"MUC14101"	"S02"	"IS06"
"KKG_PROSP_ADJ_09"	"S02"	"IS06"
"KKG_PROSP_ADJ_13"	"S02"	"IS06"
"KKG_PROSP_ADJ_38"	"S02"	"IS06"
"KKG_PROSP_ADJ_51"	"S02"	"IS06"
"MUC14109"	"S03"	"IS07"
"MUC14146"	"S03"	"IS07"
"MUC14136"	"S03"	"IS07"
"MUC14138"	"S03"	"IS07"
"MUC14160"	"S03"	"IS07"
"MUC14168"	"S03"	"IS07"
"MUC14110"	"S03"	"IS07"
"MUC14145"	"S03"	"IS07"
"MUC14178"	"S04"	"IS04"
"MUC14127"	"S04"	"IS04"
"MUC14098"	"S05"	"IS14"
"MUC14121"	"S05"	"IS14"
"MUC14135"	"S05"	"IS14"
"MUC14118"	"S05"	"IS14"
"MUC14143"	"S05"	"IS14"
"MUC14139"	"S05"	"IS14"
"MUC14114"	"S05"	"IS14"
"MUC14129"	"S05"	"IS14"
"MUC14151"	"S05"	"IS14"
"MUC14175"	"S05"	"IS14"
"KKG_PROSP_ADJ_04"	"S05"	"IS14"
"KKG_PROSP_ADJ_08"	"S05"	"IS14"
"KKG_PROSP_ADJ_11"	"S05"	"IS14"
"KKG_PROSP_ADJ_15"	"S05"	"IS14"
"KKG_PROSP_ADJ_46"	"S05"	"IS14"
"KKG_PROSP_ADJ_57"	"S05"	"IS14"
"KKG_PROSP_ADJ_49"	"S06"	"IS01"
"MUC14141"	"S07"	"IS09"
"MUC14123"	"S07"	"IS09"
"KKG_PROSP_ADJ_43"	"S07"	"IS09"
