"Control"	"RNA_Control_Cal33"	"RNA_J_03_U_T_PT"	"RNA_J_05_U_T_PT"	"RNA_J_06_U_T_PT"	"RNA_J_08_U_T_PT"	"RNA_J_10_U_T_PT"	"RNA_J_13_U_T_PT"	"RNA_J_19_U_T_PT"	"RNA_J_22_U_T_PT"	"RNA_J_31_M_T_PT"	"RNA_J_32_M_T_PT"	"RNA_J_33_M_T_PT"	"RNA_J_35_M_T_PT"	"RNA_J_36_M_T_PT"	"RNA_J_37_M_T_PT"	"RNA_J_38_M_T_PT"	"RNA_LMU_KKG_01_PT"	"RNA_LMU_KKG_01_Rez"	"RNA_LMU_KKG_02_PT"	"RNA_LMU_KKG_02_Rez"	"RNA_LMU_KKG_03_PT"	"RNA_LMU_KKG_03_Rez"	"RNA_LMU_KKG_04_PT"	"RNA_LMU_KKG_04_Rez"	"RNA_LMU_KKG_05_PT"	"RNA_LMU_KKG_05_Rez"	"RNA_LMU_KKG_06_PT"	"RNA_LMU_KKG_06_Rez"	"RNA_LMU_KKG_07_PT"	"RNA_LMU_KKG_07_Rez"	"RNA_LMU_KKG_08_PT"	"RNA_LMU_KKG_08_Rez"	"RNA_LMU_KKG_09_PT"	"RNA_LMU_KKG_09_Rez"	"RNA_LMU_KKG_10_PT"	"RNA_LMU_KKG_10_Rez"	"RNA_LMU_KKG_11_PT"	"RNA_LMU_KKG_11_Rez"	"RNA_LMU_KKG_12_PT"	"RNA_LMU_KKG_12_Rez"	"RNA_LMU_KKG_13_PT"	"RNA_LMU_KKG_13_Rez"	"RNA_LMU_KKG_14_PT"	"RNA_LMU_KKG_14_Rez"	"RNA_LMU_KKG_15_PT"	"RNA_LMU_KKG_15_Rez"	"RNA_LMU_KKG_16_PT"	"RNA_LMU_KKG_16_Rez"	"RNA_LMU_KKG_17_PT"	"RNA_LMU_KKG_17_Rez"	"RNA_LMU_KKG_18_Rez"	"RNA_LMU_KKG_20_PT"	"RNA_LMU_KKG_20_Rez"	"RNA_LMU_KKG_21_PT"	"RNA_LMU_KKG_21_Rez"	"RNA_LMU_KKG_ADJ_01"	"RNA_LMU_KKG_ADJ_02"	"RNA_LMU_KKG_ADJ_03"	"RNA_LMU_KKG_ADJ_04"	"RNA_LMU_KKG_ADJ_05"	"RNA_LMU_KKG_ADJ_06"	"RNA_LMU_KKG_ADJ_07"	"RNA_LMU_KKG_ADJ_08"	"RNA_LMU_KKG_ADJ_09"	"RNA_LMU_KKG_ADJ_10"	"RNA_LMU_KKG_ADJ_11"	"RNA_LMU_KKG_ADJ_12"	"RNA_LMU_KKG_ADJ_13"	"RNA_LMU_KKG_ADJ_14"	"RNA_LMU_KKG_ADJ_15"	"RNA_LMU_KKG_ADJ_16"	"RNA_LMU_KKG_ADJ_17"	"RNA_LMU_KKG_ADJ_18"	"RNA_LMU_KKG_ADJ_19"	"RNA_LMU_KKG_ADJ_20"	"RNA_LMU_KKG_ADJ_21"	"RNA_LMU_KKG_ADJ_22"	"RNA_LMU_KKG_ADJ_23"	"RNA_LMU_KKG_ADJ_24"	"RNA_LMU_KKG_ADJ_25"	"RNA_LMU_KKG_ADJ_26"	"RNA_LMU_KKG_ADJ_27"	"RNA_LMU_KKG_ADJ_28"	"RNA_LMU_KKG_ADJ_29"	"RNA_LMU_KKG_ADJ_30"	"RNA_LMU_KKG_ADJ_31"	"RNA_LMU_KKG_ADJ_32"	"RNA_LMU_KKG_ADJ_33"	"RNA_LMU_KKG_ADJ_34"	"RNA_LMU_KKG_ADJ_35"	"RNA_LMU_KKG_ADJ_36"	"RNA_LMU_KKG_ADJ_37"	"RNA_LMU_KKG_ADJ_38"	"RNA_LMU_KKG_ADJ_39"	"RNA_LMU_KKG_ADJ_40"	"RNA_LMU_KKG_ADJ_41"	"RNA_LMU_KKG_ADJ_42"	"RNA_LMU_KKG_ADJ_43"	"RNA_LMU_KKG_ADJ_44"	"RNA_LMU_KKG_ADJ_45"	"RNA_LMU_KKG_ADJ_46"	"RNA_LMU_KKG_ADJ_47"	"RNA_LMU_KKG_ADJ_48"	"RNA_LMU_KKG_ADJ_49"	"RNA_LMU_KKG_ADJ_50"	"RNA_LMU_KKG_ADJ_51"	"RNA_LMU_KKG_ADJ_52"	"RNA_LMU_KKG_ADJ_53"	"RNA_LMU_KKG_ADJ_54"	"RNA_LMU_KKG_ADJ_55"	"RNA_LMU_KKG_ADJ_56"	"RNA_LMU_KKG_ADJ_57"	"RNA_LMU_KKG_ADJ_58"	"RNA_LMU_KKG_ADJ_59"	"RNA_LMU_KKG_ADJ_60"	"RNA_LMU_KKG_ADJ_61"	"RNA_LMU_KKG_ADJ_62"	"RNA_LMU_KKG_ADJ_63"	"RNA_LMU_KKG_ADJ_64"	"RNA_LMU_KKG_ADJ_65"	"RNA_LMU_KKG_ADJ_66"	"RNA_LMU_KKG_ADJ_67"	"RNA_LMU_KKG_ADJ_68"	"RNA_LMU_KKG_ADJ_69"	"RNA_LMU_KKG_ADJ_70"	"RNA_LMU_KKG_ADJ_72"	"RNA_LMU_KKG_ADJ_73"	"RNA_LMU_KKG_ADJ_74"	"RNA_LMU_KKG_ADJ_75"	"RNA_LMU_KKG_ADJ_76"	"RNA_LMU_KKG_ADJ_77"	"RNA_Lue_01_PT"	"RNA_Lue_01_Rez_2"	"RNA_Lue_02_Rez_1"	"RNA_Lue_02_Rez_2"	"RNA_Lue_03_PT"	"RNA_Lue_03_Rez_1"	"RNA_Lue_04_PT"	"RNA_Lue_04_Rez_1"	"RNA_Lue_05_Rez_1"	"RNA_Lue_05_Rez_2"	"RNA_Lue_06_PT"	"RNA_Lue_06_Rez_1"	"RNA_Lue_07_PT"	"RNA_Lue_07_Rez_1"	"RNA_Lue_08_PT"	"RNA_Lue_08_Rez_1"	"RNA_Lue_09_PT"	"RNA_Lue_09_Rez_1"	"RNA_Lue_10_Rez_1"	"RNA_Lue_10_Rez_2"	"RNA_Lue_11_PT"	"RNA_Lue_11_Rez_1"	"RNA_Lue_12_PT"	"RNA_Lue_12_Rez_1"	"RNA_Lue_13_PT"	"RNA_Lue_13_Rez_1"	"RNA_Lue_14_PT"	"RNA_Lue_14_Rez_1"	"RNA_Lue_15_PT"	"RNA_Lue_15_Rez_1"	"RNA_Lue_16_PT"	"RNA_Lue_16_Rez_1"	"RNA_Lue_17_PT"	"RNA_Lue_17_Rez_1"
"CDHR5"	-0.873081435954468	-0.6655246919176	0.00556796596174424	0.188906755508967	-0.818500624335803	0.0686981857304524	-0.814829502379316	0.312483448853022	0.460099847890562	0.207241001219796	-0.239649657787791	-0.323281143431925	0.555936165214925	-0.651785674918685	0.0724406527023761	0.612277122379235	0.114286960720583	0.298126304086005	-0.404997069934964	0.27851308611331	0.920054941284967	1.1428313722879	-0.940511941305718	-0.921167142826862	-0.767394362040332	0.67069208845868	-0.984022572964063	-0.547214745682277	-0.55775415170823	-1.08309364659185	-0.415412657238093	-0.692824716654741	1.02270102868142	-0.596427234077224	2.49794158643244	0.988595358525293	0.428789387656024	0.695415088189282	2.49330344931864	-0.754732166682817	-1.08309364659185	-0.0700376018882672	-0.808319666160796	-0.208047076258072	2.54432691970056	0.0929184088448174	1.15284278474961	-0.666386749194337	0.674955596295307	-0.126058644643438	-0.649842068842122	0.717506824731226	-0.976400722212737	-0.0885483543284096	-0.904545409517822	0.667241204374262	0.160922832480997	-0.24137513057282	0.526184735145311	1.4163607758818	1.82724009841159	-1.08309364659185	-1.08309364659185	-0.989685334527548	-0.835560276670396	-0.586768536622161	-1.08309364659185	-0.91322683905853	-0.982709388846349	0.656037646873045	-0.251323988055923	-1.08309364659185	-0.281506972647049	-0.979810589950453	2.02602942121663	0.441138245782671	0.929676690238395	-0.389705913571345	0.217806905291137	0.1030598653666	-0.425233884786744	2.97505867613857	0.657569068725849	2.57161850370118	-1.08309364659185	-0.934277227882205	-1.08309364659185	-0.45586783828468	-0.908999097570164	-0.0282410037060464	-0.302973785895392	-1.08309364659185	-1.08309364659185	0.927591375523299	2.26070280870745	4.57446573874501	2.98598258636781	-1.00401526070136	-0.789948605383703	0.905614333551989	-0.967901214224189	-0.71915517911165	1.17317845224332	-0.892278899526907	0.0240481325786143	-0.341952224554238	0.692305850807346	-0.637220907241655	-0.959962871118108	1.98488179001361	-0.19262839710413	-0.0341526121275794	0.243425685783748	-0.987073348269721	-0.79637440732318	-0.970390044369209	0.569692460078192	-1.08309364659185	1.15620806708681	-1.08309364659185	-0.294875089873975	0.126722940648424	-0.998627388049457	-1.08309364659185	0.922278971630371	0.869485913530485	-0.0425212081163857	1.92814243077924	0.886400347495487	0.723548895675513	-0.418472243373063	-0.76680684850896	-0.735460749216767	-0.855970936939753	-0.230488861860932	-0.0640289700182029	-0.107937533126779	-0.914692642514186	0.31040912370245	1.04917381811353	0.209328601334269	0.184534582642381	-1.00851731512345	-0.486754868915876	1.05306331904987	-0.503138475998917	0.532516794244785	-0.425665857251133	-1.08309364659185	-1.08309364659185	0.549707713405391	-0.244271733214954	0.316814445680231	0.145009497269795	-1.08309364659185	0.993447230020953	0.111814892259855	-0.27204506496133	-0.185642575864116	0.900130366803779	-0.48512298501562	-0.383690646083938	-0.46411262631497	-0.820251383603114	-0.698902042652857	0.301089789719529
"ALPI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C11orf86"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"APOA4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GUCA2A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MOGAT2"	-0.450649592148115	0.378493937040317	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	0.885846129654888	0.933228666982045	1.27580792035881	-0.450649592148115	0.874078391745156	-0.450649592148115	-0.450649592148115	-0.450649592148115	0.496271377013514	0.0418433647059232	-0.450649592148115	-0.450649592148115	0.351267751654244	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	0.0698533997877347	1.17483014511571	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	0.208157714498434	-0.450649592148115	0.816409347257792	0.000970636513269734	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	0.0500668584921058	0.72548587659345	-0.450649592148115	-0.450649592148115	-0.450649592148115	1.34418476772031	-0.450649592148115	-0.450649592148115	-0.450649592148115	0.0478288470514515	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	0.68277939881703	-0.450649592148115	-0.000852797052302527	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	0.887493938870006	-0.450649592148115	-0.450649592148115	3.84474392228447	-0.450649592148115	-0.450649592148115	1.11046459628926	0.853038247948766	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	4.42961207366648	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.124373538748773	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	0.848154366766304	-0.450649592148115	1.43919297960254	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	1.055672246102	-0.450649592148115	-0.450649592148115	2.59941056465067	-0.450649592148115	6.25639390980393	-0.450649592148115	-0.450649592148115	1.16014626585187	-0.450649592148115	-0.450649592148115	-0.450649592148115	1.148483159835	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	1.09520367599085	-0.450649592148115	-0.450649592148115	0.392236855349423	2.20809300157313	0.115550024235227	0.0773034262297823	4.83370489674335	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.052058847163917	-0.450649592148115	-0.450649592148115	-0.052375653833638	-0.450649592148115	-0.450649592148115	0.295750327041524	1.95419865531141	1.98430115296764	2.18969862071963	-0.450649592148115	-0.190436948370901	0.363553777942804	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.278295720069325	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	-0.450649592148115	0.429256732938895	-0.0357036821521764	0.0904223240801091	-0.450649592148115	-0.450649592148115	-0.113303747035894	-0.450649592148115	0.201970165514783	-0.450649592148115
"SLC26A3"	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.0219127594458652	5.86144034387671	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.0213841133858712	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	2.22582117771881	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	0.335266259706734	1.38608182769514	-0.265749707577206	-0.265749707577206	1.09675103989896	-0.265749707577206	0.432916629890241	-0.265749707577206	0.152347258589119	0.101816627774314	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	0.576935094776241	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	1.38975075297905	-0.265749707577206	0.227101846741003	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	2.27792370454133	5.93385984267808	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	2.59133808961628	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	6.93795501590103	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	2.07439906936533	-0.265749707577206	-0.265749707577206	0.364404372840406	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	3.12509947142561	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	0.417328922798306	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	0.117613093087432	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	0.419354614472057	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206	-0.265749707577206
"CREB3L3"	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	0.286904974239982	2.57042463501827	-0.282678007631142	-0.282678007631142	1.03836922001653	0.968579803116954	-0.282678007631142	-0.282678007631142	-0.282678007631142	0.739101325479995	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	4.71281059051682	-0.282678007631142	1.01240459520462	-0.282678007631142	4.95074437520007	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	0.839097804383907	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	0.593372566659041	4.80850069236305	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	3.56262650309109	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	1.76034073128307	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	6.93255600612902	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	0.87724636680584	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	1.16013873743231	-0.282678007631142	-0.282678007631142	0.324081114249612	1.23190677803174	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	1.8743210788697	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	1.02746121605511	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142	-0.282678007631142
"LRRC19"	-0.828009055699086	-0.775385027814527	-0.158094094327318	-0.832153685168356	0.143296089340439	1.783023882786	0.979705920608154	0.647968232297182	0.423238963020101	-0.477187660882376	-0.696654453323712	-0.489214519183279	1.10842633107995	1.42799755420887	0.637472457845159	-0.68992943845309	-0.932763270369071	0.242502663310631	-1.02036736736104	-0.892500860162846	-0.955799141631901	-1.07919107741262	-0.950423318933106	-0.253346610611668	-1.07919107741262	1.25104054440264	-0.157976043312748	-0.0743584843824746	-0.993775567767352	0.171999980882172	-0.922754644104295	-1.07919107741262	0.570302526500047	-1.07919107741262	2.6046551265645	-0.260083836585649	-0.6434433875276	-0.707427502495679	0.482338285957883	-0.877066863839877	-1.07919107741262	-0.738974215270575	-0.771430682271265	-0.822320789801585	-0.253952598842497	-0.921339530064314	0.752980945389008	0.440046567985735	2.24348925856985	-1.01644259770125	1.27087929917867	-0.386634428952462	-1.07919107741262	-0.236842983710733	-0.943301144789412	0.509776674668739	-0.0267010513646595	2.71085103541222	0.00886891498636679	0.485069217006286	0.318873864557294	-1.07919107741262	-0.133354096269519	-1.02239332704568	1.19627255982628	-0.201743830319323	-1.04965872064208	-0.949901846002953	0.61492390888509	-0.407521095002603	-0.363723951897149	-0.880517515952141	1.29419114612115	-0.924434509870962	-0.444925488251798	1.41117943834528	1.58954032486524	1.20110564559044	-0.655591893770134	-0.171754304709989	-0.71065439828534	0.0630020454160427	-1.07919107741262	-0.119022276347158	-0.94202865720349	-1.04086643070803	-0.444586814811582	0.350212090820474	-0.850107169264907	0.470876844047154	-0.189140995466067	-1.07919107741262	-0.903414995078541	-0.546937231507314	0.604683045126801	-0.331693353018054	1.12588096014564	-1.04016536511939	2.72697644661116	1.05234392152545	-0.948811627556166	1.46120622287262	0.492790291928708	-1.07919107741262	0.385133663594116	0.30426021384707	-0.663673459347855	1.07776734203022	-0.563249717300916	1.23810794942281	-0.384948106877099	1.68800487431143	-0.770379902361631	-1.02084982349198	-0.159837730110276	-0.993414575337563	0.162023888412178	-1.0387218863078	0.123366184706779	-0.567082866932075	-1.03769345215572	-0.681961896448105	-0.952248137322075	2.57058099251824	1.05260100002466	0.252821508701576	-0.0987389937480323	-0.649402569735347	2.29876199300746	0.435702132727337	0.410042354252018	-0.789908856540641	-0.0602889436333821	-0.580065500360911	2.43829029559505	-0.102037143499412	-1.07919107741262	0.00250198913556785	0.967186545700859	1.77175810196797	1.20916965703865	0.39202540864604	-0.807554528859528	0.232496255191541	0.649041693110051	2.22498745722044	0.627506226924981	-0.994204465264603	-1.07919107741262	0.236038425205221	1.1746305480538	1.17807447042361	3.34278853522424	-0.506799988775829	0.0848878430788935	0.700326795571262	-0.956178626197987	-0.117996943821452	-0.960899535550918	-0.559499845709554	-0.916074602896436	-0.485134536463813	-0.453729515051011	-0.605806626679624	1.13931818990717	0.168088692302466
