"Control"	"RNA_Control_Cal33"	"RNA_J_03_U_T_PT"	"RNA_J_05_U_T_PT"	"RNA_J_06_U_T_PT"	"RNA_J_08_U_T_PT"	"RNA_J_10_U_T_PT"	"RNA_J_13_U_T_PT"	"RNA_J_19_U_T_PT"	"RNA_J_22_U_T_PT"	"RNA_J_31_M_T_PT"	"RNA_J_32_M_T_PT"	"RNA_J_33_M_T_PT"	"RNA_J_35_M_T_PT"	"RNA_J_36_M_T_PT"	"RNA_J_37_M_T_PT"	"RNA_J_38_M_T_PT"	"RNA_LMU_KKG_01_PT"	"RNA_LMU_KKG_01_Rez"	"RNA_LMU_KKG_02_PT"	"RNA_LMU_KKG_02_Rez"	"RNA_LMU_KKG_03_PT"	"RNA_LMU_KKG_03_Rez"	"RNA_LMU_KKG_04_PT"	"RNA_LMU_KKG_04_Rez"	"RNA_LMU_KKG_05_PT"	"RNA_LMU_KKG_05_Rez"	"RNA_LMU_KKG_06_PT"	"RNA_LMU_KKG_06_Rez"	"RNA_LMU_KKG_07_PT"	"RNA_LMU_KKG_07_Rez"	"RNA_LMU_KKG_08_PT"	"RNA_LMU_KKG_08_Rez"	"RNA_LMU_KKG_09_PT"	"RNA_LMU_KKG_09_Rez"	"RNA_LMU_KKG_10_PT"	"RNA_LMU_KKG_10_Rez"	"RNA_LMU_KKG_11_PT"	"RNA_LMU_KKG_11_Rez"	"RNA_LMU_KKG_12_PT"	"RNA_LMU_KKG_12_Rez"	"RNA_LMU_KKG_13_PT"	"RNA_LMU_KKG_13_Rez"	"RNA_LMU_KKG_14_PT"	"RNA_LMU_KKG_14_Rez"	"RNA_LMU_KKG_15_PT"	"RNA_LMU_KKG_15_Rez"	"RNA_LMU_KKG_16_PT"	"RNA_LMU_KKG_16_Rez"	"RNA_LMU_KKG_17_PT"	"RNA_LMU_KKG_17_Rez"	"RNA_LMU_KKG_18_Rez"	"RNA_LMU_KKG_20_PT"	"RNA_LMU_KKG_20_Rez"	"RNA_LMU_KKG_21_PT"	"RNA_LMU_KKG_21_Rez"	"RNA_LMU_KKG_ADJ_01"	"RNA_LMU_KKG_ADJ_02"	"RNA_LMU_KKG_ADJ_03"	"RNA_LMU_KKG_ADJ_04"	"RNA_LMU_KKG_ADJ_05"	"RNA_LMU_KKG_ADJ_06"	"RNA_LMU_KKG_ADJ_07"	"RNA_LMU_KKG_ADJ_08"	"RNA_LMU_KKG_ADJ_09"	"RNA_LMU_KKG_ADJ_10"	"RNA_LMU_KKG_ADJ_11"	"RNA_LMU_KKG_ADJ_12"	"RNA_LMU_KKG_ADJ_13"	"RNA_LMU_KKG_ADJ_14"	"RNA_LMU_KKG_ADJ_15"	"RNA_LMU_KKG_ADJ_16"	"RNA_LMU_KKG_ADJ_17"	"RNA_LMU_KKG_ADJ_18"	"RNA_LMU_KKG_ADJ_19"	"RNA_LMU_KKG_ADJ_20"	"RNA_LMU_KKG_ADJ_21"	"RNA_LMU_KKG_ADJ_22"	"RNA_LMU_KKG_ADJ_23"	"RNA_LMU_KKG_ADJ_24"	"RNA_LMU_KKG_ADJ_25"	"RNA_LMU_KKG_ADJ_26"	"RNA_LMU_KKG_ADJ_27"	"RNA_LMU_KKG_ADJ_28"	"RNA_LMU_KKG_ADJ_29"	"RNA_LMU_KKG_ADJ_30"	"RNA_LMU_KKG_ADJ_31"	"RNA_LMU_KKG_ADJ_32"	"RNA_LMU_KKG_ADJ_33"	"RNA_LMU_KKG_ADJ_34"	"RNA_LMU_KKG_ADJ_35"	"RNA_LMU_KKG_ADJ_36"	"RNA_LMU_KKG_ADJ_37"	"RNA_LMU_KKG_ADJ_38"	"RNA_LMU_KKG_ADJ_39"	"RNA_LMU_KKG_ADJ_40"	"RNA_LMU_KKG_ADJ_41"	"RNA_LMU_KKG_ADJ_42"	"RNA_LMU_KKG_ADJ_43"	"RNA_LMU_KKG_ADJ_44"	"RNA_LMU_KKG_ADJ_45"	"RNA_LMU_KKG_ADJ_46"	"RNA_LMU_KKG_ADJ_47"	"RNA_LMU_KKG_ADJ_48"	"RNA_LMU_KKG_ADJ_49"	"RNA_LMU_KKG_ADJ_50"	"RNA_LMU_KKG_ADJ_51"	"RNA_LMU_KKG_ADJ_52"	"RNA_LMU_KKG_ADJ_53"	"RNA_LMU_KKG_ADJ_54"	"RNA_LMU_KKG_ADJ_55"	"RNA_LMU_KKG_ADJ_56"	"RNA_LMU_KKG_ADJ_57"	"RNA_LMU_KKG_ADJ_58"	"RNA_LMU_KKG_ADJ_59"	"RNA_LMU_KKG_ADJ_60"	"RNA_LMU_KKG_ADJ_61"	"RNA_LMU_KKG_ADJ_62"	"RNA_LMU_KKG_ADJ_63"	"RNA_LMU_KKG_ADJ_64"	"RNA_LMU_KKG_ADJ_65"	"RNA_LMU_KKG_ADJ_66"	"RNA_LMU_KKG_ADJ_67"	"RNA_LMU_KKG_ADJ_68"	"RNA_LMU_KKG_ADJ_69"	"RNA_LMU_KKG_ADJ_70"	"RNA_LMU_KKG_ADJ_72"	"RNA_LMU_KKG_ADJ_73"	"RNA_LMU_KKG_ADJ_74"	"RNA_LMU_KKG_ADJ_75"	"RNA_LMU_KKG_ADJ_76"	"RNA_LMU_KKG_ADJ_77"	"RNA_Lue_01_PT"	"RNA_Lue_01_Rez_2"	"RNA_Lue_02_Rez_1"	"RNA_Lue_02_Rez_2"	"RNA_Lue_03_PT"	"RNA_Lue_03_Rez_1"	"RNA_Lue_04_PT"	"RNA_Lue_04_Rez_1"	"RNA_Lue_05_Rez_1"	"RNA_Lue_05_Rez_2"	"RNA_Lue_06_PT"	"RNA_Lue_06_Rez_1"	"RNA_Lue_07_PT"	"RNA_Lue_07_Rez_1"	"RNA_Lue_08_PT"	"RNA_Lue_08_Rez_1"	"RNA_Lue_09_PT"	"RNA_Lue_09_Rez_1"	"RNA_Lue_10_Rez_1"	"RNA_Lue_10_Rez_2"	"RNA_Lue_11_PT"	"RNA_Lue_11_Rez_1"	"RNA_Lue_12_PT"	"RNA_Lue_12_Rez_1"	"RNA_Lue_13_PT"	"RNA_Lue_13_Rez_1"	"RNA_Lue_14_PT"	"RNA_Lue_14_Rez_1"	"RNA_Lue_15_PT"	"RNA_Lue_15_Rez_1"	"RNA_Lue_16_PT"	"RNA_Lue_16_Rez_1"	"RNA_Lue_17_PT"	"RNA_Lue_17_Rez_1"
"MAGEB4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRIP13"	4.31684779891093	4.54205816383493	1.23066415929999	0.607013507527526	1.12045877813029	2.31414138000468	1.42998920907348	0.903386172259789	2.50950026053432	3.51365357649575	1.0625403643739	1.55997091886604	2.90664473942601	1.90806927673318	2.88560638052317	2.22573364383237	3.46929601734998	1.92828579614371	0.951357273416544	1.57389847475316	0.557634570904112	0.143072058341129	0.42574502247323	1.35192170002717	0.711283442719642	2.34277033718351	2.88709122719082	1.18523288866056	0.192940259215434	0.995904874344052	2.37892550638045	0.22751929525149	1.75648192090576	0.253921515438899	2.80303852299062	1.63485948035914	2.4189681725293	0	3.18217613983085	2.2926230440444	0	0.443825160793653	2.12980789756793	0.576927438383646	3.24592168477217	0.345585996988097	2.34699630596291	3.76028365708724	5.22007889326281	1.61845856758928	2.01809715808355	1.73640225605149	0	1.01182979586235	1.24573416543941	2.59494165427334	1.3157140279853	2.84376099274268	2.33510618278384	3.74027404519978	1.9854618121935	0.0895889943771788	1.86958599668565	0.65860087215454	2.57746822591315	1.74476517837872	0.135163148962534	0.782673593857392	1.53063262445596	1.79910761974047	3.04346069979844	0.912098738269296	2.16715397045692	0.0313655515523157	2.24274242455824	3.01955479118295	2.7001766797598	3.28368698198768	0.741176152914272	0.807821455412644	0.579540294101596	2.52390414782575	1.16349357979139	2.39802797189036	0.0276424180892258	0.145570512481006	1.41827577832483	1.62014626268337	0.571708842541369	3.22649696970595	1.99231343885969	0.605058093261512	0.137835305455906	2.12316027066851	1.8962168141255	2.57111345437688	1.23641608080517	0.229896731014603	2.81672523294893	1.75131074539002	0.773876517390546	3.57328144634392	2.5121482378921	0	1.80392919759165	1.83959040376025	2.13981261002239	1.01479731843767	0.997447057701124	2.29162830993903	1.73953231662181	3.12024459694095	2.19149127216637	0.133923825724844	1.06619805599386	0.100011492081047	2.38951642668587	0.433958261315256	1.7376132188587	1.24984760122004	0.513216834924615	1.28775832346123	0.237070499071858	1.9631626161867	1.77185558366537	1.86759405923097	2.24268786095526	1.58684254952888	4.06367446785928	2.35651655221373	2.91098741321467	1.06639302879522	1.46561302738886	0.712519186823592	3.18602031889494	2.15309710699617	0.441634327878494	2.7387978791257	2.23002281897341	1.60297702320505	1.48577972904133	1.78929189097337	0.171518139204923	1.86644552966657	1.98668069855327	2.53080913516398	2.36504298228191	1.26596010818261	0.214298913213554	3.59113327695825	3.51664152402772	2.80967641057691	3.21160846728973	1.21793110648426	0.284176517317481	3.15150020855369	1.07027665587905	1.06760017107308	1.18327497778561	2.4797481930064	1.58702888305927	1.68254093746973	4.07209473577329	3.00193587935582	4.02994718697944	2.37111441620865
"SCARB1"	2.51353571856793	2.52242441311156	1.49785400797605	0.973824312144453	1.31476960102169	1.82886429497289	2.43647662811106	1.00197441918334	1.22699859295758	3.43366842450203	1.84302266492298	1.29357295351122	2.48768107945593	1.58589081669816	3.26536683001908	2.00130901238522	2.50064299098405	2.43086785424067	0.768706882804557	1.52115730137935	1.78434064971722	2.03118767041983	0.76692076489297	1.37211408880552	0.393530425324715	3.15570940908297	2.61877733347379	1.90788436632353	1.77458172115777	0.483246711256431	2.05175526126747	0.497002204601759	2.90391500023415	0.970528275197848	3.38089190875718	1.95277488153329	1.97207905652487	1.77658494664969	3.63311520112168	2.98454578632952	0	1.62708849534879	1.78776050242449	0.767575140629249	1.73924757470449	1.34592770711511	4.16961927800225	2.66016491146182	2.5855877735033	2.13766122792891	2.00960730692732	2.2667391745529	0.0738394234068656	1.69044257435235	0.420033907158027	2.60577710850157	1.73706715632214	3.72510788923889	1.69127106124568	2.49770432731146	2.65874206840134	0.249474467757942	0.819156405994232	0.6550751710386	1.9556791969914	1.53565585573309	0.0108815040027009	0.266249233480269	1.86723464879262	2.21996551999928	2.26877122264696	0.413017755776409	2.12054603416185	0.179248602402748	2.3197092557555	3.14470669210198	3.1539144256357	2.82769710157479	1.10645820941497	2.94319426505893	1.25394994696222	3.20714945360736	1.99322182974127	3.10358861306676	0.145151794604883	0.48745959441353	1.17494453226153	2.53085257296046	0.11959123915227	2.71941171220634	1.91151212053707	0.16507324424366	0.295195213074177	2.876710635324	2.50424282720706	2.44230259792408	3.74864273924316	0.526619735818969	3.32681803661451	0.933920806933379	0.653233405325785	3.20475360673536	3.24642845813897	0.0182296501146598	2.8914802376086	1.56312053684426	1.7789318456432	1.37183705987473	0.63649145147051	2.68177667383174	2.36287998508148	2.36666744046339	2.71973477982902	0.354505195714958	1.50234078660799	0.171126105988014	2.20699541611054	0.261489895679672	2.56291082493069	1.03937426052945	1.27118600386136	1.18598702909681	0.481475650533011	0.688113202871534	2.25458467092678	2.0178246563871	2.009666780167	2.67377688170088	3.26564122336837	2.07653002203675	1.5258343546733	0.976128972474706	1.53108396952397	1.61902463976072	2.0749444804352	2.95264686185398	2.07640585622586	1.85800925177441	1.68110063748786	2.04645683463338	2.8488546543201	2.4334407596445	0.893198320618857	1.45577513429214	2.95828274525644	3.02078237474338	2.90524382961185	1.22769795450603	0.45585665388177	2.19273988694178	2.67924699745653	2.72122324147226	3.04310806131552	1.05306058051229	1.87361163997953	3.07434940998026	0.939152089855338	1.12376683068884	0.926063958732822	2.63357698377891	1.58835221504791	0.545996036964057	2.48684177758254	2.51788615793591	2.72936939024804	1.59129116772529
"ZP4"	0	0	0	0	0	0	0	0	0	0	0	0.0872292754769451	0	0	0	0.139452468124401	0.375568855419592	0	0	0	0	0	0	0	0.0761075409601314	0	0	0.177754543211652	0	0	0	0	0.0959406185887571	0	0	0	0	0	0	0.209918696198261	0	0	0.0908304013323876	0	0.126770706252186	0	0	0	0.0962713000483211	0	0	0	0	0	0	0	0	0	0	0.0753121883225805	0	0	0	0	0	0	0	0	0.127826066364646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0915454871267478	0	0	0	0	0	0.109757705595322	0	0	0	0	0.120572243117867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271741193776429	0	0	0	0	0	0	0	0	0.103410353593286	0	0	0	0.0555594063606884	0	0	0	0.183387420059466	0.0660754094243976	0	0.116504494369998	4.53777359342625	0	0	0	0	0.325766324221758	0.0520276915734181	0	0	0.0718367925454743	0.228840850121524	0	0	0	0	0	0
"BYSL"	3.43207642148788	3.33102368735879	1.31491400097879	1.18741304619299	0.622603365445897	2.24958672130624	1.99083326965349	1.99268143145992	1.42832305162051	2.38635986135307	2.04611558234435	1.37272202819656	2.53835812590697	2.34351214740847	2.85634952912191	2.33923517694091	2.80392382626083	2.82219905686191	1.04367486591408	1.04741903169652	0.108636857160945	1.18752579984724	0.220199920711152	1.10891447533982	0.348325347113074	2.46455535601671	1.43044693141651	0.65401018558095	0.887694485046712	0.794572240818576	1.85474573338855	0.369223012681786	2.37932790218914	0	2.55932660965799	2.55104788096451	2.06343184122915	0	1.86561322373362	2.61738688517395	0	0.967523518510672	1.76049732119737	0.510446506676586	1.65395838267765	0.932409704928379	3.02546313273359	1.54343946131574	2.50378198750591	1.45479338192728	1.81517699328634	1.03810180851913	0.158443027747192	1.07074102781017	0.371394929688053	1.35200308716908	1.54321622589441	2.02764843316866	1.74487064088682	3.02542680998427	2.43918161861752	0.27802401186759	0.993639584501812	0.722829712648695	1.29810458975399	1.35712687476432	0	0.466921501584799	1.10150620277969	1.65543976163045	2.092742597635	0.386181871540904	2.04803874337273	0.482914351310647	2.69815779039235	3.14943383779182	2.55951579674004	3.56274088465347	0.783136439011502	1.74325471229248	1.42917137157088	2.64810023619578	1.7350485663289	0.968042077551216	0.175340639756053	0.151661422803967	0.499293316752963	1.13945443277862	0.292407188753809	1.75933354924463	1.54053619087048	0	0.0946765820551275	2.28438265011866	2.00231078854795	1.65532847050375	2.08730498480415	0.311164780668482	2.63370623784311	0.436623470515396	0.772041034788164	3.50410677781957	2.66075843250652	0	3.02526804225779	2.65332513669643	1.9286185683927	0.526647777239653	1.45635040636148	1.79930452311193	1.40586387243381	2.54459097558121	1.40232598152595	0	1.91542184950136	0.346543943016462	2.46600162086101	0.417789338646133	2.38001540371803	0.354146324210087	0.441392113086093	1.48915600720556	0.813335053759927	0.724389209798224	2.4055178255182	2.17616700423601	1.73915941862147	1.81101965532391	2.19865004428834	1.46300297980872	2.19750907589115	1.26313118338008	1.62005286651695	0.8662093033188	2.22060236942405	2.60672765925767	0.621130544003035	1.36024065180816	1.66214304989108	1.80027745301119	1.66618894444381	2.44717661392159	0.925190523295421	2.38964032125938	2.49154092747165	2.41366285789828	2.46402936709887	1.10048254014435	0.112491969361142	2.2177307638316	2.69444297324641	1.94004757049109	1.87988922779045	1.1086542516758	1.16319470379514	3.13897186607602	0.815622151752195	0.981743807887119	1.32607017985695	2.6475569724721	1.03821561647965	1.66974883965492	2.48407804988906	1.77088865505765	3.22368094529491	0.919153177917853
"LCTL"	0.210469912451991	0.358547050593796	0.22584128320933	0.172168730456556	0	0.51617353210046	0.283975094752868	0.0772060764068109	0.324008691372816	0.246483488515187	0.091465599294407	0.128223442463538	0.709717645551192	0.34189127179732	0.405976027186699	0.204790534585052	0.461505509694774	0.357411247016051	0.0390808253650219	0	0.164891805945985	0	0.0437826368360409	0.0828674204235981	0	0.114497627921569	0.193795709279173	0	1.00541579801257	0.213163102761507	0.134118402893048	0	0.203848892176719	0	0.557641432210513	0.118803563840234	0.302796311746278	0	0.256687031902138	0.0873800112043771	0	0	0.340891502032895	0	0.615243954598281	0	0.526958199409758	0.407130822826668	0.753506128457803	0.0567347259811086	0.349034574896899	0.0940427965809467	0.0627061337520708	0.131494662368691	0	0.103285458128732	0	0.143785224708602	0.535509548628743	0.605342612955744	0.349042503588197	0	0	0.0508986669299822	0.309327551898854	0.291596485978717	0.154025776007156	0	0.252207330067107	0.16970056475709	0.372115203502608	0.228613082183962	0.306046373532392	0	0.0931017400537184	0.466100841665511	0.365446188724037	0.562451989079305	0	0.266778146808427	0.358504291237921	0.664285309603516	0.0892920368247667	0	0	0.00030581893300698	0.642218205355233	0.247362473802065	0	0.282510974229321	0.257784274763718	0.0336731938216242	0.030001235379409	0.539762320875383	0.369723312155805	0.223422549934937	0.887813001220279	0	0.420314232840259	0.394881765588028	0.389446765730621	0.787899634830194	0.133308368413008	0	0.326339452951429	0.459862788863288	0	0.450504463402799	0	0.426807911004065	0.38163002071839	0.390592852754848	0.112897593331376	0	0.158625278829402	0	0.363422300095339	0.0513623561003783	0.359778651085199	0.103717845804804	0	0.235388859834059	0	0.0883763719721014	0.324671222556112	0.127079865382762	0.350413511765496	0	0.968938604737639	0.275550638415324	0.437312976869916	0.0974948370377816	0	0.10858199616337	0.501056923659514	1.01679438427276	0	0.178380655660697	0.427658730974714	0.320484678017694	0.620644586249664	0.618845681615493	0.0470776578604686	0.090911678934141	0.341005405993978	0.495299134527781	0.519972585650175	0.0571993167345039	0	0.262338137488315	0.412689406657867	0.21029409484783	0.72148378318504	0.155952542518135	0.156330596740685	0.454900218033418	0	0.397748209588592	0.0566473384666169	0.0845024508816598	0.110530289622504	0.158662760240112	0.345666607003368	0	0.448476006951418	0.0674074266122235
"CHI3L2"	0.0950575301592306	0.0963387767487916	0.761436769665066	0.968513266148283	2.61234494906139	1.05083599479922	1.54644852877484	1.70036292033028	3.01429619126421	0.53234090014085	2.18538641261408	2.19936013933054	2.28059589190413	1.79866189706323	1.16484933836817	0.708016795873385	1.64083514170301	1.10988672114936	0	0.801997121192685	0.644432229450306	0.137247750593941	0.0433557047951969	0.120450151772071	0	1.96538572261838	1.05559688705383	0.847523143902899	0	0.368863315241319	0.152250927164768	0	1.30257700194185	0	1.37160569716902	2.15057397348242	4.35859297329318	0.151128843952363	0.887136080507678	1.02142073916591	0	2.08215006348431	3.67065930798272	0.492670520141202	2.70323694277923	0.153845536459408	1.78975470433923	1.28326574497747	0.702312673682317	1.77655589153165	0.477741561031241	0.647860626862813	0.626094250476016	1.24616908782984	0.309809483570774	0.849618225607838	0.519788455037765	1.05023977707116	2.75681579082615	2.89466218632505	3.11428605850109	1.08984115690752	0.1385196100858	0.211558008519597	1.1715911532316	0.163760197064511	0	0.450324975526505	0.907726731668995	0.873806900085952	0.790416740885826	0.0993558063571957	1.20266784017338	0.0775779934820089	1.66775318394278	0.267949221517929	1.44463738581569	2.24382077529945	0.853463966978544	1.30966748178847	1.25515081828635	2.96674846751207	0.396625329807614	2.89022409383208	0.0345495817080808	0.0749068141868549	0	2.9987769780374	0.17627553317989	0.567528898415431	2.55963399548078	0	0.557451263923792	2.01334719693881	0.547023324602615	2.61547774233257	1.89125429799043	0.11261073292262	3.14662345511063	0.260317177403617	0.834987837281161	1.00483357834178	1.38180774253432	0	3.63661650083012	2.24073837355117	2.12571622643428	1.17573791576436	0.178246784798819	4.00972983345439	1.4969337114613	0.408514054251071	2.26385921123998	0	1.56061567407774	0.193405898927567	1.44857855469475	0	1.7651659633531	1.10157007354548	0.898455263487586	0.398872404516574	0.281862018214701	0.165738322846694	2.83883481418598	2.15119120480935	1.46038610463291	0.67770487287772	3.12919529841981	0.481381615112293	1.20416764182704	0.098265928032954	0.612961062646899	0.853275516757184	3.20614369499249	1.74981441291751	0	0.893720218783475	1.96090939727974	0.657225656740031	3.80771452050185	3.05309829999969	1.60405898477693	0.53783079653006	3.25681246039407	2.2799270617904	0.938327952218981	0.215540687627425	0	0.112144963621414	0.898265633428179	0.869921929223343	1.26692503277131	1.22305796850874	0.938233089732742	4.11422166527101	0.679281458392657	1.85564293058607	1.14035199988105	1.04838198257162	1.44682895877339	1.75580796849865	0.558703560917776	0	2.30027867780602	1.23335369788271
"MRPL2"	4.90942582686463	5.10627343545731	2.42513296955858	1.06126537584059	1.07854698865721	3.18774051417848	3.04313116483729	2.30339675757928	2.75211400852554	3.47252715260069	2.92759157872831	1.49831265951422	3.75258783111896	1.12755668610244	3.89259716599201	3.18828539042699	3.36601972370695	3.28247924505113	1.28507783495787	1.68189898322411	0.946447906985783	1.70771118954565	0.797252922697006	1.81226696486108	0.647558584150081	3.04381045302338	2.66576954177673	1.78217117173631	1.53448548126372	1.15378718070136	1.79775136567436	0.107134786000323	2.98682065707122	0	3.44030563013957	2.61653131814399	2.11655073790655	0.53455470463755	3.09629019384258	3.10507828282437	0	0.885220577638277	2.91857877176954	1.21665973036758	2.3614828796472	1.03206627450984	3.40055309419622	2.46142771397474	3.62417215006873	1.24541229928932	2.59845549005147	1.76279101841755	0	1.79525950525453	0.294808342184901	2.84687076426537	0.77232486824405	2.51396112391871	2.80602228704013	3.5611236194296	3.63850831844914	0.440835289827401	0.833108679788279	1.1175554202646	1.53525770641484	2.02013341318328	0	0.723070081190013	1.00472357712763	1.85822692879486	2.57541714012733	0.138809227493884	2.93613642993478	0.310167917701408	2.9137771405772	3.91287238296705	3.26217965642806	4.0112665319815	1.00347990822383	2.73739905890118	2.03054196116054	3.49136416428941	2.12986030920347	1.93475312568314	0.250173331534433	0.9479339140987	0.190542802666463	2.7412417465954	0.287850502331336	2.2183813107438	2.39757873813185	0	0	2.41632714290131	2.20110153395404	2.42119367064468	1.89325929614148	0.174212085861756	2.83919915130543	1.01854088728776	1.34549970521989	4.33617068183964	3.39266596327523	0	3.28110072453272	2.86069607816814	1.03030499917118	1.78313853489276	0.715621933892559	2.72619864619624	2.29064733787675	3.15489602260457	1.37959933810173	0	1.99899012077242	0.242858555859579	3.21325270627941	0.110852300231761	3.03939461625768	0.703197289589026	0.821803262803271	1.46239632519943	1.16418320597014	0.368083290389716	2.57064556368636	2.48454213238289	2.41691997946189	2.42026625788491	3.14558029415624	2.29837707991389	2.65828690087767	1.30947540796036	2.46273789422695	1.77590473496987	2.98246594223867	2.9796805847686	1.67367943224163	1.83505132332359	2.64582222393182	2.78694152197693	3.0990731435196	2.88331641070752	0.735971812162624	2.80204883679443	3.38547134925729	3.25496661052121	3.34524860655493	1.78916541568638	0.207832894237913	2.68079647524816	2.60252386802149	2.82087823190437	2.82769181801002	1.10038026849359	0	3.64697135371758	0.947644464782675	2.17602335043201	1.53299961526011	3.60297773560114	1.6107822565638	2.14836374503148	2.66612575769659	3.50837654722698	3.25135023050272	2.16899528573316
"SLC39A12"	0	0	0	0	0	0.0695083279767118	0.0892757634115242	0	0	0	0	0.0625127342922837	0	0	0	0	0.116213026171994	0	0	0	0.0538467496416054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0447466184975769	0	0	0.0913301860849379	0	0	0	0.0544970485452239	0	0.135247221411171	0	0.145068297380987	0	0	0	0	0.0975528179971634	0	0	0	0.0540607692472182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261601819967319	0	0.0394893719018503	0	0.0671788533782823	0.0870038214834927	0	0	0	0	0	0	0.0341748571849522	0	0	0	0	0.122680669360437	0	0	0	0	0	0	0	0	0	0	0.110359234012445	0	0	0	0.0803997969321469	0	0.0460551474769519	0.228148816727767	0	0	0	0	0	0	0.0685511256353696	0	0	0	0	0	0	0	0.137726468483696	0	0	0	0	0.0436314753477021	0.0592722025734956	0	0	0	0	0	0	0	0	0.0397560580836673	0	0	0.0513595716252442	0	0.137403843194469	0	0	0.12676674224343	0	0	0	0	0	0.0486114607918044	0	0.0453297315319416	0	0.157361973674803	0	0.0396746538449794	0	0	0	0.0683034699089705
"TEX37"	0	0.0642027212593703	0	0	0	0	0	0	0	0	0	0	0	0	0.11234783864947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241898744204431	0	0	0	0	0	0	0	0.294159012596795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331088342535508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326063274757726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176022711938725	0	0	0
